"datagroup"	"dataset"	"subjectid"	"sessionid"	"scope type"	"scope"	"BASEXMax"	"BASEXMin"	"BASEXMean"	"BASEZMean"	"BASEYMax"	"BASEYMin"	"BASEYMean"	"BASEZMax"	"BASEZMin"	"BASEQ2Mean"	"BASEQ3Max"	"BASEQ0Mean"	"BASEQ0Min"	"BASEQ3Mean"	"BASEQ0Max"	"BASEQ3Min"	"BASEQ1Mean"	"BASEQ2Min"	"BASEQ2Max"	"BASEQ1Min"	"BASEQ1Max"	"DH_alpha1_SARAMax"	"DH_alpha1_SARAMin"	"DH_alpha1_SARAMean"	"DH_alpha2_SARAMean"	"DH_alpha2_SARAMax"	"DH_alpha2_SARAMin"	"DH_alpha3_SARAMax"	"DH_alpha3_SARAMin"	"DH_alpha3_SARAMean"	"DH_alpha4_SARAMax"	"DH_alpha4_SARAMin"	"DH_alpha4_SARAMean"	"DH_alpha5_SARAMean"	"DH_alpha5_SARAMin"	"DH_alpha5_SARAMax"	"DH_d1_SARAMean"	"DH_d1_SARAMin"	"DH_d1_SARAMax"	"DH_d4_SARAMax"	"DH_d4_SARAMin"	"DH_d4_SARAMean"	"DH_d5_SARAMax"	"DH_d5_SARAMean"	"DH_d5_SARAMin"	"DH_r1_SARAMin"	"DH_r1_SARAMean"	"DH_r1_SARAMax"	"DH_r2_SARAMin"	"DH_r2_SARAMean"	"DH_r2_SARAMax"	"DH_r3_SARAMean"	"DH_r3_SARAMax"	"DH_r3_SARAMin"	"DH_r4_SARAMean"	"DH_r4_SARAMax"	"DH_r4_SARAMin"	"DH_r5_SARAMin"	"DH_r5_SARAMax"	"DH_r5_SARAMean"	"Rot0Mean"	"Rot0Min"	"Rot0Max"	"Rot1Mean"	"Rot1Max"	"Rot1Min"	"Rot2Mean"	"Rot2Min"	"Rot2Max"	"Rot3Max"	"Rot3Mean"	"Rot3Min"	"Rot4Min"	"Rot4Max"	"Rot4Mean"	"Rot5Max"	"Rot5Min"	"Rot5Mean"	"TCPUR5eFitXMean"	"TCPUR5eFitZMean"	"TCPUR5eFitYMax"	"TCPUR5eFitZMax"	"TCPUR5eFitZMin"	"TCPUR5eFitXMax"	"TCPUR5eFitXMin"	"TCPUR5eFitYMean"	"TCPUR5eFitYMin"	"TCPPZMean"	"TCPPXMax"	"TCPPXMin"	"TCPPXMean"	"TCPPYMax"	"TCPPYMin"	"TCPPYMean"	"TCPPZMax"	"TCPPZMin"	"TCPQ2Mean"	"TCPQ1Max"	"TCPQ1Min"	"TCPQ0Mean"	"TCPQ2Min"	"TCPQ3Mean"	"TCPQ1Mean"	"TCPQ0Min"	"TCPQ2Max"	"TCPQ3Max"	"TCPQ0Max"	"TCPQ3Min"	"TCPUR5eXMax"	"TCPUR5eYMean"	"TCPUR5eXMin"	"TCPUR5eZMax"	"TCPUR5eZMin"	"TCPUR5eXMean"	"TCPUR5eZMean"	"TCPUR5eYMax"	"TCPUR5eYMin"	"TCPUR5ePZMax"	"TCPUR5ePXMax"	"TCPUR5ePZMean"	"TCPUR5ePYMean"	"TCPUR5ePYMin"	"TCPUR5ePYMax"	"TCPUR5ePXMean"	"TCPUR5ePXMin"	"TCPUR5ePZMin"	"Temperature0Mean"	"Temperature0Min"	"Temperature0Max"	"Temperature1Max"	"Temperature1Mean"	"Temperature1Min"	"Temperature2Min"	"Temperature2Mean"	"Temperature2Max"	"Temperature3Max"	"Temperature3Min"	"Temperature3Mean"	"Temperature4Min"	"Temperature4Max"	"Temperature4Mean"	"Temperature5Mean"	"Temperature5Max"	"Temperature5Min"	"TRIAL_INFO/cycle_nr"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"10"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"124.39"	"124.39"	"124.39"	"-77.28"	"-77.28"	"-77.28"	"89.92"	"89.92"	"89.92"	"-102.67"	"-102.67"	"-102.67"	"90.3"	"90.3"	"90.3"	"-34.38"	"-34.38"	"-34.38"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-400"	"-400"	"-400"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"11"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"128.87"	"128.87"	"128.87"	"-83.54"	"-83.54"	"-83.54"	"97.34"	"97.34"	"97.34"	"-103.83"	"-103.83"	"-103.83"	"90.29"	"90.29"	"90.29"	"-38.86"	"-38.86"	"-38.86"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-327.78"	"-327.78"	"-327.78"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"12"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"134.29"	"134.29"	"134.29"	"-89.06"	"-89.06"	"-89.06"	"103.26"	"103.26"	"103.26"	"-104.23"	"-104.23"	"-104.23"	"90.28"	"90.28"	"90.28"	"-44.27"	"-44.27"	"-44.27"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-255.55"	"-255.55"	"-255.55"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"13"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"140.8"	"140.8"	"140.8"	"-93.63"	"-93.63"	"-93.63"	"107.72"	"107.72"	"107.72"	"-104.11"	"-104.11"	"-104.11"	"90.28"	"90.28"	"90.28"	"-50.77"	"-50.77"	"-50.77"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-183.33"	"-183.33"	"-183.33"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"148.46"	"148.46"	"148.46"	"-96.98"	"-96.98"	"-96.98"	"110.72"	"110.72"	"110.72"	"-103.77"	"-103.77"	"-103.77"	"90.27"	"90.27"	"90.27"	"-58.43"	"-58.43"	"-58.43"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-111.11"	"-111.11"	"-111.11"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"157.19"	"157.19"	"157.19"	"-98.78"	"-98.78"	"-98.78"	"112.25"	"112.25"	"112.25"	"-103.49"	"-103.49"	"-103.49"	"90.27"	"90.27"	"90.27"	"-67.15"	"-67.15"	"-67.15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"-38.89"	"-38.89"	"-38.89"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"16"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"166.66"	"166.66"	"166.66"	"-98.85"	"-98.85"	"-98.85"	"112.31"	"112.31"	"112.31"	"-103.48"	"-103.48"	"-103.48"	"90.27"	"90.27"	"90.27"	"-76.62"	"-76.62"	"-76.62"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"33.33"	"33.33"	"33.33"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"17"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"176.38"	"176.38"	"176.38"	"-97.17"	"-97.17"	"-97.17"	"110.89"	"110.89"	"110.89"	"-103.74"	"-103.74"	"-103.74"	"90.27"	"90.27"	"90.27"	"-86.34"	"-86.34"	"-86.34"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"105.56"	"105.56"	"105.56"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"18"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"185.8"	"185.8"	"185.8"	"-93.94"	"-93.94"	"-93.94"	"108"	"108"	"108"	"-104.09"	"-104.09"	"-104.09"	"90.28"	"90.28"	"90.28"	"-95.77"	"-95.77"	"-95.77"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"177.78"	"177.78"	"177.78"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"19"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"194.52"	"194.52"	"194.52"	"-89.45"	"-89.45"	"-89.45"	"103.66"	"103.66"	"103.66"	"-104.24"	"-104.24"	"-104.24"	"90.28"	"90.28"	"90.28"	"-104.5"	"-104.5"	"-104.5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"435.03"	"590"	"250"	"250"	"250"	"435.03"	"435.03"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"20"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"196.74"	"196.74"	"196.74"	"-97.33"	"-97.33"	"-97.33"	"111.02"	"111.02"	"111.02"	"-103.72"	"-103.72"	"-103.72"	"90.27"	"90.27"	"90.27"	"-106.7"	"-106.7"	"-106.7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"250"	"250"	"250"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"21"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"186.79"	"186.79"	"186.79"	"-102.75"	"-102.75"	"-102.75"	"115.39"	"115.39"	"115.39"	"-102.67"	"-102.67"	"-102.67"	"90.26"	"90.26"	"90.26"	"-96.74"	"-96.74"	"-96.74"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"177.78"	"177.78"	"177.78"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"22"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"175.74"	"175.74"	"175.74"	"-106.78"	"-106.78"	"-106.78"	"118.29"	"118.29"	"118.29"	"-101.54"	"-101.54"	"-101.54"	"90.26"	"90.26"	"90.26"	"-85.68"	"-85.68"	"-85.68"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"105.56"	"105.56"	"105.56"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"23"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"164.21"	"164.21"	"164.21"	"-108.92"	"-108.92"	"-108.92"	"119.71"	"119.71"	"119.71"	"-100.81"	"-100.81"	"-100.81"	"90.25"	"90.25"	"90.25"	"-74.15"	"-74.15"	"-74.15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"33.33"	"33.33"	"33.33"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"24"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"153.1"	"153.1"	"153.1"	"-108.83"	"-108.83"	"-108.83"	"119.65"	"119.65"	"119.65"	"-100.84"	"-100.84"	"-100.84"	"90.25"	"90.25"	"90.25"	"-63.04"	"-63.04"	"-63.04"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-38.89"	"-38.89"	"-38.89"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"25"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"143.19"	"143.19"	"143.19"	"-106.53"	"-106.53"	"-106.53"	"118.12"	"118.12"	"118.12"	"-101.62"	"-101.62"	"-101.62"	"90.26"	"90.26"	"90.26"	"-53.13"	"-53.13"	"-53.13"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-111.11"	"-111.11"	"-111.11"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"26"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"134.89"	"134.89"	"134.89"	"-102.37"	"-102.37"	"-102.37"	"115.11"	"115.11"	"115.11"	"-102.76"	"-102.76"	"-102.76"	"90.26"	"90.26"	"90.26"	"-44.84"	"-44.84"	"-44.84"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-183.33"	"-183.33"	"-183.33"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"27"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"128.19"	"128.19"	"128.19"	"-96.87"	"-96.87"	"-96.87"	"110.63"	"110.63"	"110.63"	"-103.78"	"-103.78"	"-103.78"	"90.27"	"90.27"	"90.27"	"-38.15"	"-38.15"	"-38.15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-255.55"	"-255.55"	"-255.55"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"28"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"122.87"	"122.87"	"122.87"	"-90.48"	"-90.48"	"-90.48"	"104.69"	"104.69"	"104.69"	"-104.24"	"-104.24"	"-104.24"	"90.28"	"90.28"	"90.28"	"-32.85"	"-32.85"	"-32.85"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-327.78"	"-327.78"	"-327.78"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"118.65"	"118.65"	"118.65"	"-83.51"	"-83.51"	"-83.51"	"97.31"	"97.31"	"97.31"	"-103.83"	"-103.83"	"-103.83"	"90.29"	"90.29"	"90.29"	"-28.63"	"-28.63"	"-28.63"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"370.06"	"590"	"-400"	"-400"	"-400"	"370.06"	"370.06"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
"kirkdefault"	"20201109008_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"112.01"	"112.01"	"112.01"	"-89.26"	"-89.26"	"-89.26"	"103.47"	"103.47"	"103.47"	"-104.23"	"-104.23"	"-104.23"	"90.28"	"90.28"	"90.28"	"-21.99"	"-21.99"	"-21.99"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"590"	"305.09"	"590"	"-400"	"-400"	"-400"	"305.09"	"305.09"	"590"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"8"
